title,description,price
Caut apartament cu o cameră,, 100 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
"Apartament cu 1 cameră + living, Centru",, 250 € 
Chirie pe orice perioada,, 100 € 
"Apartament cu 1 cameră, Rîșcani",, 280 € 
"Apartament vizavi de Elat,lingă Judecătoria Botanica",, 230 € 
"Spre chirie apartament cu 1 odaie,centru,str.Melestiu,vizavi de Malldova",, 370 € 
"Sculeanca ,se da in chirie ap.cu 1-camera 140 euro",, 140 € 
Primesc la gazda o fata,, 70 € 
Se da in chirie apartament cu o camera in centru,, 1 800 MDL 
O camera la Buiucani in chirie,, 260 € 
"Apartament studio nou în chirie Chișinău, Botanica",, 200 € 
Salut! Caut o studenta cu mine la gazda! Apartament cu o camera!,, 80 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Se da in chirie apartament cu 1odai,, Negociabil 
Chirie 1_camera 250 euro str. Ștefan Neaga 67,, 250 € 
Apartament în bloc nou de 40 m2,, 330 € 
"Chirie Apartament cu 1 cameră + living, str. N. Testemițanu, Telecentru",, 220 € 
"Apartament cu 1 cameră + living, Buiucani",, 250 € 
Однокомнатная дизайнерская квартира в центре города.,, 220 € 
Apartament chirie pe termen lung,, 260 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Chirie,, 220 € 
Chirie la Buiucani,, 260 € 
Apartament in chirie,, 350 € 
Dau spre inchiriere!!!!,, 250 € 
Buiucani linga padure,, 260 € 
Se da in chirie un apartament cu o camera,, 15 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
"Dau in chirie o camera cu stapin  la casa pe pamint ,1500lei rog seriozitate.",, 1 500 MDL 
"Cuza Voda, Botanica",, Negociabil 
Chirie apartament,, 200 € 
Apartament cu o camera!,, 160 € 
"Малосемейка на Ботанике , сдаётся  надолго (не агенство)",, 140 € 
"Apartament la cel mai bun preț!  3 camere, inamstro, str.liviu deleanu + condiționer cadou",, 39 900 € 
"Новая 1-комнатная квартира, Toamna de Aur - евроремонт",, 450 MDL 
Buiucani. 2 odai. Darea in exploatare Aprilie 2020! de la 570 euro/m2 / cărămidă rosie!,, 32 600 € 
dau in chirie apartament cu o camera,, 150 € 
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"3 odai ,90m2 , 35900Euro",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"Complexul imobiliar ""Botanic Star 2""",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
Buiucani  29.02.2020  Darea in exploatare !,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
28700 euro 2 odai 71 m2,,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
На долгий срок 1-комнатная квартира на Ботанике,, 150 € 
"Centru, bd. Iuri Gagarin. Apartament cu 1 camera 120 euro",, 120 € 
"Apartament cu 1 cameră + living, Centru",, 260 € 
Chirie 1_camera 220 euro str. Alexandru Vlahuță 38,, 220 € 
Chirie 1 camera,, 400 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Chirie apartamente tip studiou ... lîngă mall,, 220 € 
"Apartamente  studiou, în chirie la preț accesibil pe orice perioada-2-3 zile, saptamina",, Negociabil 
Se da in chirie apartament cu o camera,, 180 € 
"Se da in chirie apartament cu o camera in casa noua sectorul Riscanovca,",, 230 € 
Posta veche,, 150 € 
"Centru, bd. Iuri Gagarin. Apartament cu 1 camera 120 euro",, 120 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Сдам 1 комнатную квартиру на длительный срок,, 130 € 
"Flacara, Creanga, apartament  urgent -1800 lei",, 1 800 MDL 
Apartament in chirie cu o odae in casa noua sectorul Riscanovca,, 230 € 
Предпочтение семейным парам.  смсне отвечаю.,, 150 € 
O camera in chirie la Buiucani,, 270 € 
apartament cu 1 odaie (replanificat) pe timp indelungat - 230 euro/lunar,, 230 € 
"Chirie apartamente cu un dormitor, camere pentru o perioadă scurtă lîngă mall dova!!!",, 220 € 
Chirie pentru perioadă scurtă lîngă shopping mall dova!!!,, 220 € 
"Centru, bd. Iuri Gagarin. Apartament cu 1 camera 120 euro",, 120 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
"Apartament cu 1 cameră, Telecentru",, 280 € 
"Apartament spațios cu 1 cameră + living, Rîșcani",, 350 € 
Camera mare cu dus.veceu separat pe orice perioada,, Negociabil 
Caut gazda apartament 1 camera din 2 sau apartament cu 1 camera sectorul Ciocana,, 80 € 
"Apartament 1 cameră + living, str. Sfatul Țării",, 550 € 
Chirie de la proprietar,, 270 € 
Однокомнатная малосемейка на буюканах,, 1 300 MDL 
Garsoniera cu mobila cu toate comoditati,, 1 200 MDL 
Apartament cu o camera in stare buna se da in chirie,, 2 200 MDL 
Ofer in chirie o garsoniera,, 1 200 MDL 
Срочно! 1-комнатная квартира семье недорого,, Negociabil 
apartament cu o camera in chirie,, 1 400 MDL 
Apartament cu o camera in stare buna se da in chirie,, 100 € 
Квартира сдается на хороших условиях,, 1 700 MDL 
Apartament cu o camera in stare buna se da in chirie,, 2 000 MDL 
Chirie apartament cu o cameră pentru o perioadă scurtă!!!,, 220 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Se da apartament in chirie,, 450 € 
Apartamentul e cu 2 odai . O odae e inchisa . In apartament este tot pentru trai. .Incalzire autonom,, Negociabil 
"Apartament cu o camera , stare buna, pentru orice perioada",, 1 800 MDL 
Caut gazda,, Negociabil 
O camera in chirie Buiucani,, 270 € 
Dau in chirie Apartament in bloc nou,, 225 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Сдается 1-комн.квартира,, 310 € 
Bloc nou! Apartament odaie - euro reparatie - Ciocana bd.Mirca cel Batrin.Pret 250 euro!,, 250 € 
"Chirie,1 odaie,Trandafirilor,350 e",, 350 € 
Str. V. Trandafirilor- 1 cameră + living în bloc nou,, 400 € 
O camera in chirie la Buiucani,, 270 € 
Chirie apartamente cu o cameră sau camere !!!,, 220 € 
"Сдается однокомнатная квартира с большим ливингом и балконом,  от собственника!",, 300 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
o camera   din doua,, 100 € 
Сдаётся 1-комнатная квартира или комната на короткий период!!!,, 220 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
"O camera, N. Testimiteanu, direct de la proprietar. Pret nu negociabil!!!",, 320 € 
Dau in chirie 2 camere in camin,, Negociabil 
"Apartamente in chirie, pret negociabil, str. Ismail 33, Of 608",, 1 500 MDL 
Dau în chirie,, 2 500 MDL 
Apartamentul perfect! Columna 105,, 350 € 
Apartament posta veche,, 150 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
"Apartament cu 1 cameră + living, Centru",, 350 € 
Se da in chirie apartament cu 1 odaie 60 m2 Ciocana,, 220 € 
Apartament cu o camera linga Teatrul Eminescu,, 300 € 
"Apartament cu 1 cameră + living, Centru",, 250 € 
Dau gazda in chirie la pret accesibil.Pentru detalii telefonati.,, 3 000 MDL 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
1-комнатная сдается,, 120 € 
o camera pe perioada indelungata,, 270 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
"Apartament cu 1 cameră + living, Centru",, 270 € 
сдаю,, 900 MDL 
Dau in chirie apartament !,, Negociabil 
"Apartament cu 1 cameră + living, Centru",, 850 € 
"Apartament cu 1 cameră, str. N.Testimițanu",, 250 € 
"Apartament spațios cu 1 cameră + living, Centru",, 440 € 
"Apartamente-1,2,3 odăi",, Negociabil 
Apartamente Alba Iulia fără intermediari,, 680 € 
1 ком.+ ЛИВИНГ ЕВРОРЕМОНТ 58м2,, 40 999 € 
Куплю квартиру со срочной продажей до 20 000 €,, 20 000 € 
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"Complexul imobiliar ""Botanic Star 2""",,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
"3 odai ,90m2 , 35900Euro",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
28700 euro 2 odai 71 m2,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
Buiucani  29.02.2020  Darea in exploatare !,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
"Apartament de lux cu 1 cameră + living, 65 mp, Centru, 650 € !",, 650 € 
Chirie pe jumătate de an,, 210 € 
O camera in chirie la Buiucani,, 270 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
se da apartament în chirie cu o camera +living,, 330 € 
"Apartament cu o odaie , buiucani 1800 lei",, 1 800 MDL 
"Bloc nou, apartament cu 1 cameră + living",, 400 € 
"Apartament 1 cameră + living, sect. Centru",, 350 € 
Apartament 1 cameră,, 350 € 
Str. Ștefan Cel Mare- 1 cameră + living,, 350 € 
Chirie pe perioada indelungata,, 270 € 
Se da in chirie Zelinski,, 260 € 
Se da in chirie,, 280 € 
"Se oferă spre chirie apartament odaie +living in sec. Centru, str. Tecuci linga Ciuflea.",, 270 € 
"Apartament 1 cameră, str. N. Testemițeanu",, 250 € 
"Apartament  1 cameră, str. Melestiu",, 330 € 
Apartament 1 cameră,, 240 € 
"Str. N. Testemițanu, 1 cameră în bloc nou",, 260 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Сдаётся  на длительный период.,, 110 € 
Chirie pentru o perioadă scurtă apartamente cu o cameră și camere lîngă mall dova!!!,, 220 € 
Apartamente cu o cameră pentru termen scurt lîngă mall DOVA!!!,, 220 € 
Chirie pe termen scurt lîngă mall dova!!!,, 220 € 
Срочно! 1-комнатная квартира семье недорого,, Negociabil 
Apartament cu o camera in stare buna se da in chirie,, 1 600 MDL 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 225 € 
Caut apartament sau camera in camin,, 100 € 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 110 € 
Сдаю 1-комнатную квартиру в тихом месте на Телецентре. Кроме стиралки есть все для проживания!,, 2 000 MDL 
"Botanica, str. Zelinski. Apartament cu 1 camera bloc nou 260 euro",, 260 € 
1 кв на долгий период,, 270 € 
"Chirie apartament cu o camera, Eurureparatie, sect.Botanica, str.Muncesti, 40m2  la pretul 200€",, 200 € 
Se da in chirie la ciocana,, 280 € 
сдаю 1 комнатную квартиру Ботаника,, 160 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 250 € 
"Botanica, str. Zelinski. Apartament cu 1 camera  bloc nou 260 euro",, 260 € 
"Apartament 1 cameră, str. N. Testemițeanu",, 300 € 
o camera in chirie la Buiucani,, 270 € 
"Apartament 1 cameră, 40 m.p",, 260 € 
chirie,, 1 € 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 250 € 
Garsoniera cu mobila cu toate comoditati,, 1 200 MDL 
Однокомнатная квартира после ремонта.,, 2 000 MDL 
Малосемейка с хорошими условиями,, 1 700 MDL 
Apartament cu o camera in stare buna se da in chirie,, 100 $ 
Apartament cu o odaie,, 1 800 MDL 
Сдается 1-комнатная квартира с евроремонтом на буюканах возле молдо-италиансково лицея-рынок флакара,, 250 € 
caut chirie,, 2 000 MDL 
Сдаю в аренду 1 комнатная Ботаника возле Jumbo !!Хозяйн без посредников!!,, 250 € 
se da in chirie un  apartamentul cu o camera,, 175 € 
Apartament cu 1 odae în chirie.Centru. Сдается в аренду 1 комнатная квартира Центр.Отдельный вход.,, 190 € 
"Chirie, buiucani, apartament cu o odaie,  -  100 euro",, 100 € 
Сдадим на длительный срок,, 150 € 
Chirie apartament 1 camera spatios,, 280 € 
Camera in camin in chirie,, Negociabil 
Прийму девушку,, 1 000 MDL 
caut apartament  cu o camera de inchiriat,, 140 € 
Buiucani zona rezidentiala,, 270 € 
Apartament cu odae,, 55 € 
Сдается квартира ливинг+ отдельно спальня.,, 225 € 
Chirie 1_camera 180 euro bd. Mircea cel Bătrîn 5/3,, 180 € 
O camera in chirie Buiucani,, 270 € 
Chirie apartamente cu o odaie și camere cu intrare aparte lîngă mall dova!!!,, 240 € 
"Botanica, str. Zelinski. Apartament cu 1 camera bloc nou 260 euro",, 260 € 
Se da in chirie o camera in apartament cu 3 camere pentru  (2) Domnisoare Serioase!,, 700 MDL 
Buiucani linga padure,, Negociabil 
Apartament cu o camera in stare buna se da in chirie,, 1 600 MDL 
Se da in chirie apartament cu o camera in centru,, 1 600 MDL 
Однокомнатная квартира в центре города,, 1 600 MDL 
Сдам 1 комнатную меблированную квартиру. Не агентство.,, 210 € 
"Botanica, euroreparatie-250 euro",, 250 € 
